Appliance Type,Model,Brand,Power (W),Voltage (V),Current (A),Operational Hours,Power Factor
2,52,2,64.12,120.31,0.533,11,0.73
2,52,2,25.02,187.48,0.133,10,0.95
2,52,2,66.85,153.96,0.434,8,0.84
2,52,2,19.35,140.07,0.138,7,0.7
2,52,2,33.97,181.12,0.188,11,0.76
2,52,2,117.56,197.43,0.595,1,0.81
2,52,2,31.47,165.23,0.19,12,0.99
2,52,2,100.11,220.26,0.455,9,0.84
2,52,2,115.14,144.68,0.796,5,0.78
2,52,2,29.31,192.6,0.152,6,0.84
2,52,2,110.34,170.33,0.648,11,0.97
2,52,2,31.62,218.52,0.145,12,0.9
2,52,2,95.5,196.51,0.486,4,0.85
2,52,2,83.91,216.75,0.387,1,0.77
2,52,2,45.53,169.84,0.268,3,0.98
2,52,2,20.83,114.9,0.181,5,0.81
2,52,2,64.22,143.39,0.448,2,0.92
2,53,2,72.9,187.76,0.388,10,0.7
2,53,2,35.88,191.75,0.187,10,0.88
2,53,2,118.59,137.64,0.862,1,1.0
2,53,2,118.46,219.39,0.54,10,0.74
2,53,2,11.3,167.54,0.067,9,0.81
2,53,2,37.83,132.12,0.286,12,0.91
2,53,2,38.23,228.69,0.167,12,0.87
2,53,2,91.82,157.52,0.583,9,0.9
2,53,2,83.03,219.82,0.378,1,0.78
2,53,2,30.31,149.55,0.203,2,0.92
2,53,2,116.79,147.64,0.791,9,0.91
2,53,2,35.86,120.07,0.299,1,0.97
2,53,2,64.53,159.26,0.405,12,0.78
2,53,2,116.25,149.66,0.777,2,0.8
2,53,2,50.1,204.19,0.245,7,0.94
2,53,2,112.63,207.63,0.542,10,0.73
2,53,2,82.65,157.4,0.525,8,0.81
2,53,2,41.04,154.36,0.266,2,0.88
2,53,2,81.19,177.31,0.458,10,0.74
2,53,2,78.92,189.06,0.417,9,0.78
2,53,2,55.03,201.76,0.273,3,0.83
2,53,2,70.72,197.24,0.359,10,0.97
2,53,2,82.35,145.83,0.565,1,0.76
2,53,2,69.34,205.48,0.337,9,0.83
2,53,2,42.87,166.52,0.257,8,0.99
2,53,2,37.94,221.92,0.171,2,0.77
2,53,2,107.41,205.46,0.523,7,0.96
2,53,2,70.87,124.97,0.567,2,0.95
2,53,2,94.54,188.57,0.501,11,0.81
2,53,2,49.33,212.87,0.232,6,0.85
2,53,2,95.29,114.07,0.835,10,0.76
2,53,2,81.48,168.05,0.485,1,0.99
2,53,2,86.58,112.0,0.773,8,0.91
2,53,2,112.25,165.95,0.676,1,0.97
2,53,2,104.55,120.15,0.87,6,0.82
2,53,2,48.7,112.39,0.433,9,0.8
2,53,2,30.82,234.14,0.132,10,0.93
2,53,2,17.14,128.29,0.134,8,0.93
2,53,2,48.5,166.19,0.292,4,0.91
2,53,2,27.12,212.66,0.128,5,0.74
2,53,2,20.46,217.65,0.094,8,0.82
2,53,2,18.93,158.2,0.12,6,0.85
2,53,2,36.36,162.43,0.224,7,1.0
2,53,2,103.08,154.97,0.665,5,0.79
2,53,2,84.87,225.18,0.377,5,0.88
2,53,2,17.62,133.62,0.132,7,0.72
2,53,2,109.95,193.89,0.567,12,0.9
2,53,2,56.72,165.44,0.343,12,0.7
2,53,2,14.56,168.02,0.087,5,0.88
2,53,2,46.12,174.51,0.264,9,0.96
2,53,2,114.88,164.85,0.697,10,0.76
2,53,2,79.98,196.54,0.407,7,0.87
2,53,2,116.2,167.28,0.695,9,0.84
2,53,2,35.54,132.87,0.267,2,0.8
2,53,2,109.04,232.12,0.47,3,0.96
2,53,2,17.5,112.07,0.156,10,0.71
2,53,2,27.11,175.62,0.154,3,0.85
2,53,2,29.39,115.08,0.255,11,0.71
2,53,2,26.59,130.64,0.204,10,0.81
2,53,2,42.65,113.18,0.377,12,0.85
2,53,2,18.71,186.58,0.1,6,0.92
2,53,2,63.72,169.84,0.375,8,0.78
2,53,2,39.75,111.64,0.356,2,0.82
2,53,2,93.31,127.09,0.734,9,0.93
2,53,2,63.73,149.26,0.427,4,0.95
2,53,2,117.75,151.84,0.775,5,0.97
2,53,2,53.83,166.56,0.323,1,0.86
2,53,2,103.78,206.64,0.502,3,0.82
2,53,2,12.44,150.65,0.083,2,0.9
2,53,2,109.36,237.34,0.461,12,0.96
2,53,2,57.46,147.96,0.388,2,0.92
2,53,2,67.53,177.56,0.38,4,0.79
2,53,2,31.29,151.61,0.206,2,0.75
2,53,2,88.21,203.99,0.432,2,0.86
2,53,2,63.5,196.99,0.322,8,0.84
2,53,2,54.16,193.0,0.281,10,0.7
2,53,2,81.58,180.67,0.452,4,0.71
2,53,2,60.25,135.42,0.445,3,0.79
2,53,2,98.69,158.55,0.622,8,0.93
2,53,2,95.03,231.36,0.411,3,0.85
2,53,2,79.52,172.9,0.46,5,0.87
2,53,2,77.69,220.91,0.352,2,0.92
2,53,2,79.56,173.14,0.46,12,0.86
2,53,2,89.75,122.92,0.73,7,1.0
2,53,2,19.67,132.89,0.148,12,0.9
2,53,2,36.3,173.6,0.209,10,0.77
2,53,2,46.42,168.8,0.275,2,0.82
2,53,2,20.51,192.59,0.106,10,0.73
2,53,2,99.96,179.07,0.558,9,0.96
2,53,2,10.63,222.67,0.048,1,0.81
2,53,2,106.18,230.58,0.46,9,0.91
2,53,2,36.6,172.6,0.212,10,0.97
2,53,2,95.89,113.13,0.848,12,0.73
2,53,2,61.95,219.57,0.282,7,0.86
2,53,2,13.1,168.93,0.078,12,0.9
2,53,2,38.15,236.35,0.161,6,0.77
2,53,2,13.56,134.1,0.101,3,0.9
2,53,2,89.74,111.94,0.802,5,0.8
2,53,2,16.16,229.85,0.07,6,0.71
2,53,2,59.75,149.47,0.4,11,0.9
2,54,4,77.21,236.34,0.327,1,0.9
2,54,4,43.51,145.66,0.299,8,0.89
2,54,4,27.09,183.27,0.148,11,0.92
2,54,4,94.89,227.54,0.417,8,0.82
2,54,4,26.87,203.71,0.132,10,0.71
2,54,4,107.51,191.87,0.56,11,0.78
2,54,4,115.34,116.15,0.993,9,0.99
2,54,4,21.59,186.15,0.116,3,0.79
2,54,4,89.49,117.17,0.764,10,0.77
2,54,4,78.03,177.66,0.439,4,0.75
2,54,4,15.34,152.04,0.101,8,0.71
2,54,4,58.57,181.23,0.323,10,0.82
2,54,4,48.38,111.84,0.433,3,0.72
2,54,4,119.52,238.2,0.502,7,0.94
2,54,4,65.23,215.77,0.302,4,0.92
2,54,4,23.95,153.67,0.156,8,0.71
2,54,4,38.46,119.36,0.322,2,0.79
2,54,4,38.99,142.09,0.274,10,0.73
2,54,4,40.73,127.92,0.318,2,0.81
2,54,4,58.89,231.15,0.255,7,0.72
2,54,4,39.9,173.45,0.23,3,0.88
2,54,4,38.14,143.5,0.266,7,0.97
2,54,4,38.08,215.63,0.177,6,0.93
2,54,4,118.44,184.91,0.641,8,0.9
2,54,4,106.92,153.87,0.695,2,0.88
2,54,4,16.07,216.11,0.074,7,0.88
2,54,4,48.51,146.04,0.332,8,0.75
2,54,4,11.13,190.12,0.059,11,0.86
2,54,4,42.07,122.98,0.342,10,0.97
2,54,4,97.25,134.01,0.726,1,0.89
2,54,4,116.86,116.24,1.005,7,0.9
2,54,4,84.63,150.33,0.563,5,0.92
2,54,4,117.08,168.67,0.694,12,0.81
2,54,4,103.84,186.34,0.557,6,0.91
2,54,4,75.7,122.8,0.616,2,0.81
2,54,4,47.83,112.87,0.424,5,0.8
2,54,4,95.22,120.95,0.787,11,0.81
2,54,4,22.63,177.62,0.127,8,0.93
2,54,4,71.87,138.81,0.518,8,0.91
2,54,4,81.28,110.14,0.738,11,0.71
2,54,4,107.5,210.5,0.511,6,0.74
2,54,4,60.72,130.46,0.465,11,0.75
2,54,4,43.06,151.98,0.283,5,0.83
2,54,4,36.78,145.87,0.252,12,0.75
2,54,4,79.82,238.85,0.334,9,0.71
2,54,4,51.61,116.42,0.443,4,0.9
2,54,4,98.74,182.88,0.54,8,0.91
2,54,4,62.33,222.78,0.28,7,0.74
2,54,4,50.64,206.67,0.245,5,0.79
2,54,4,77.57,140.95,0.55,5,0.89
2,54,4,25.94,117.6,0.221,7,0.98
2,54,4,91.08,166.24,0.548,1,0.88
2,54,4,103.78,149.33,0.695,9,0.82
2,54,4,73.47,158.72,0.463,12,0.86
2,54,4,17.71,192.95,0.092,6,0.94
2,54,4,31.42,130.0,0.242,5,0.98
2,54,4,35.35,177.68,0.199,3,0.98
2,54,4,29.96,227.7,0.132,2,0.75
2,54,4,19.16,125.98,0.152,11,0.87
2,54,4,38.99,219.18,0.178,4,0.97
2,54,4,30.65,232.12,0.132,10,0.71
2,54,4,63.98,115.93,0.552,9,0.73
2,54,4,96.95,210.79,0.46,5,1.0
2,54,4,105.86,217.99,0.486,12,0.82
2,54,4,71.51,117.22,0.61,8,0.86
2,54,4,73.96,200.01,0.37,10,0.74
2,54,4,63.34,208.4,0.304,11,0.75
2,54,4,94.95,206.24,0.46,12,0.81
2,54,4,74.64,164.24,0.454,7,0.83
2,54,4,116.22,187.67,0.619,5,0.87
2,54,4,37.41,219.15,0.171,9,0.87
2,54,4,18.59,176.31,0.105,7,0.83
2,54,4,58.38,191.08,0.306,1,0.78
2,54,4,115.66,148.0,0.781,3,0.75
2,54,4,34.52,111.84,0.309,10,1.0
2,54,4,89.74,148.33,0.605,11,0.91
2,54,4,61.96,237.74,0.261,5,0.99
2,54,4,108.86,161.71,0.673,3,0.73
2,54,4,83.52,110.01,0.759,1,0.83
2,54,4,85.05,110.04,0.773,11,0.75
2,54,4,29.41,134.24,0.219,2,0.75
2,54,4,113.18,120.66,0.938,11,0.98
2,54,4,27.62,205.59,0.134,12,0.84
2,54,4,84.23,188.59,0.447,10,0.91
2,54,4,116.03,228.15,0.509,7,0.97
2,54,4,52.16,118.45,0.44,10,0.95
2,54,4,92.89,179.22,0.518,8,0.99
2,54,4,101.25,151.51,0.668,10,0.79
2,54,4,31.78,239.23,0.133,11,0.72
2,54,4,55.71,188.53,0.295,11,0.77
2,54,4,110.45,223.14,0.495,10,0.94
2,54,4,25.14,207.12,0.121,12,0.98
2,54,4,92.46,180.27,0.513,11,0.92
2,54,4,50.51,126.15,0.4,8,0.74
2,54,4,73.28,114.72,0.639,2,0.85
2,54,4,78.28,166.26,0.471,7,0.97
2,54,4,112.93,156.66,0.721,8,0.74
2,54,4,68.33,236.63,0.289,6,0.91
2,54,4,111.84,199.56,0.56,4,0.86
2,54,4,72.22,218.96,0.33,11,0.74
2,55,0,26.28,216.2,0.122,9,0.89
2,55,0,112.3,144.38,0.778,9,0.81
2,55,0,26.45,151.58,0.174,6,0.95
2,55,0,67.75,116.96,0.579,3,0.78
2,55,0,88.66,172.73,0.513,5,0.83
2,55,0,12.35,222.14,0.056,7,0.76
2,55,0,70.83,126.09,0.562,1,0.72
2,55,0,61.81,177.18,0.349,5,0.87
2,55,0,86.08,224.39,0.384,4,0.71
2,55,0,113.23,138.73,0.816,3,0.8
2,55,0,32.97,183.05,0.18,1,0.92
2,55,0,74.41,116.76,0.637,8,0.72
2,55,0,69.82,159.78,0.437,8,0.92
2,55,0,116.14,195.36,0.594,3,0.81
2,55,0,119.02,160.62,0.741,3,0.8
2,55,0,61.03,158.91,0.384,1,0.97
2,55,0,42.34,129.01,0.328,4,0.78
2,55,0,38.12,230.59,0.165,1,0.76
2,55,0,82.33,170.08,0.484,10,0.97
2,55,0,30.7,234.66,0.131,1,0.71
2,55,0,46.71,216.43,0.216,4,0.71
2,55,0,23.57,221.97,0.106,6,0.84
2,55,0,50.82,188.36,0.27,2,0.96
2,55,0,102.17,172.75,0.591,10,0.86
2,55,0,97.44,185.45,0.525,11,0.77
2,55,0,61.52,235.61,0.261,11,0.97
2,55,0,45.97,233.68,0.197,5,0.78
2,55,0,51.28,215.25,0.238,6,0.98
2,55,0,104.8,225.41,0.465,1,0.8
2,55,0,53.63,220.74,0.243,7,0.7
2,55,0,104.94,212.82,0.493,11,0.99
2,55,0,44.46,175.86,0.253,1,0.94
2,55,0,86.09,173.0,0.498,4,0.79
2,55,0,110.22,211.29,0.522,2,0.92
2,55,0,63.9,184.29,0.347,11,0.81
2,55,0,85.65,149.94,0.571,9,0.83
2,55,0,27.58,185.91,0.148,3,0.86
2,55,0,50.69,227.5,0.223,10,0.97
2,55,0,27.08,159.56,0.17,10,0.96
2,55,0,70.09,238.01,0.294,9,0.85
2,55,0,108.88,210.09,0.518,9,0.93
2,55,0,30.95,189.85,0.163,7,0.76
2,55,0,66.8,201.91,0.331,10,0.72
2,55,0,41.56,205.28,0.202,6,0.87
2,55,0,69.75,122.57,0.569,3,0.87
2,55,0,104.12,186.7,0.558,5,0.89
2,55,0,29.82,184.12,0.162,3,0.96
2,55,0,57.07,188.31,0.303,5,0.97
2,55,0,59.79,168.79,0.354,7,0.81
2,55,0,74.27,178.28,0.417,7,0.74
2,55,0,29.27,172.0,0.17,8,1.0
2,55,0,70.57,162.76,0.434,2,0.78
2,55,0,42.98,120.01,0.358,2,0.88
2,55,0,22.93,198.4,0.116,6,0.87
2,55,0,61.31,123.82,0.495,6,0.81
2,55,0,27.86,190.07,0.147,4,0.8
2,55,0,48.26,160.78,0.3,6,0.94
2,55,0,89.86,119.2,0.754,7,0.78
2,55,0,63.19,191.59,0.33,11,0.81
2,55,0,75.27,211.62,0.356,8,0.87
2,55,0,53.92,230.82,0.234,12,0.87
2,55,0,115.48,180.12,0.641,10,0.96
2,55,0,118.85,152.46,0.78,6,0.9
2,55,0,102.46,182.83,0.56,3,0.88
2,55,0,76.47,205.74,0.372,6,0.9
2,55,0,61.18,197.98,0.309,2,0.76
2,55,0,24.28,210.81,0.115,9,0.91
2,55,0,29.06,205.09,0.142,4,0.81
2,55,0,24.17,201.18,0.12,12,0.88
2,55,0,15.03,161.45,0.093,1,0.74
2,55,0,75.09,233.55,0.322,10,0.95
2,55,0,92.18,176.05,0.524,1,0.86
2,55,0,11.4,166.49,0.068,1,0.93
2,55,0,106.84,219.91,0.486,1,0.96
2,55,0,54.29,219.56,0.247,6,0.78
2,55,0,24.63,192.69,0.128,11,0.71
2,55,0,18.71,224.29,0.083,3,0.96
2,55,0,29.64,113.56,0.261,3,0.72
2,55,0,47.75,114.28,0.418,7,0.94
2,55,0,73.58,149.95,0.491,2,0.95
2,55,0,105.83,159.19,0.665,1,0.96
2,55,0,90.76,223.07,0.407,1,0.97
2,55,0,28.45,222.43,0.128,12,0.93
2,55,0,41.15,210.79,0.195,7,0.78
2,55,0,76.22,202.33,0.377,9,0.86
2,55,0,119.34,171.33,0.697,2,0.81
2,55,0,10.28,149.5,0.069,2,0.95
2,55,0,26.99,202.34,0.133,11,0.93
2,55,0,69.84,180.74,0.386,11,0.87
2,55,0,94.26,190.95,0.494,5,0.82
2,55,0,37.79,182.93,0.207,6,0.84
2,55,0,71.6,219.29,0.327,12,0.83
2,55,0,59.86,212.31,0.282,10,0.98
2,55,0,113.44,179.67,0.631,2,0.97
2,55,0,102.65,126.73,0.81,11,0.78
2,55,0,87.3,190.52,0.458,12,1.0
2,55,0,34.95,157.3,0.222,9,0.99
2,55,0,38.84,172.78,0.225,3,0.87
2,55,0,72.66,156.56,0.464,2,0.7
2,55,0,67.86,159.39,0.426,8,0.76
2,56,2,10.32,139.39,0.074,3,0.92
2,56,2,14.97,159.43,0.094,7,0.8
2,56,2,11.14,120.78,0.092,1,0.85
2,56,2,15.32,188.15,0.081,2,0.99
2,56,2,44.48,149.88,0.297,10,0.73
2,56,2,55.26,173.64,0.318,7,0.87
2,56,2,102.35,160.1,0.639,2,0.8
2,56,2,94.49,175.59,0.538,7,0.93
2,56,2,80.76,175.88,0.459,7,0.78
2,56,2,115.88,216.96,0.534,4,0.9
2,56,2,59.43,133.46,0.445,8,0.9
2,56,2,112.67,221.51,0.509,11,0.99
2,56,2,78.67,238.28,0.33,7,0.72
2,56,2,96.62,217.85,0.444,5,0.97
2,56,2,62.02,147.15,0.421,8,0.95
2,56,2,114.3,123.52,0.925,8,0.9
2,56,2,56.72,189.58,0.299,2,0.77
2,56,2,53.59,150.64,0.356,5,0.74
2,56,2,20.58,217.88,0.094,1,0.88
2,56,2,114.02,206.46,0.552,8,0.78
2,56,2,18.97,116.97,0.162,1,0.75
2,56,2,39.29,137.04,0.287,3,0.81
2,56,2,55.58,196.86,0.282,6,0.78
2,56,2,99.87,209.66,0.476,2,0.72
2,56,2,117.52,237.37,0.495,8,0.88
2,56,2,107.81,149.84,0.72,9,0.83
2,56,2,81.93,156.71,0.523,8,0.91
2,56,2,36.53,158.22,0.231,6,0.84
2,56,2,19.86,153.37,0.129,4,0.97
2,56,2,88.76,221.02,0.402,7,0.86
2,56,2,104.49,113.33,0.922,1,0.78
2,56,2,51.33,168.97,0.304,8,0.81
2,56,2,44.13,161.49,0.273,5,0.99
2,56,2,17.84,145.95,0.122,4,0.96
2,56,2,30.41,168.89,0.18,2,0.92
2,56,2,18.19,148.58,0.122,2,0.96
2,56,2,58.27,169.84,0.343,3,0.77
2,56,2,16.21,218.53,0.074,2,0.9
2,56,2,14.44,183.06,0.079,9,0.77
2,56,2,58.15,180.63,0.322,7,0.7
2,56,2,90.12,180.62,0.499,7,0.95
2,56,2,61.23,121.12,0.506,11,0.76
2,56,2,75.01,225.79,0.332,1,0.72
2,56,2,54.62,146.74,0.372,1,0.77
2,56,2,27.06,186.03,0.145,8,0.71
2,56,2,92.21,121.75,0.757,3,0.87
2,56,2,53.48,163.91,0.326,10,0.96
2,56,2,62.24,203.22,0.306,9,0.87
2,56,2,117.67,113.83,1.034,3,0.85
2,56,2,45.69,133.36,0.343,4,0.89
2,56,2,82.69,187.96,0.44,2,0.83
2,56,2,61.51,179.23,0.343,5,0.83
2,56,2,87.06,139.57,0.624,5,0.71
2,56,2,63.38,118.21,0.536,4,0.84
2,56,2,25.21,194.16,0.13,1,0.81
2,56,2,91.53,199.84,0.458,1,0.85
2,56,2,75.68,158.56,0.477,10,0.99
2,56,2,105.74,230.84,0.458,9,0.8
2,56,2,61.5,228.25,0.269,9,0.76
2,56,2,67.11,191.81,0.35,1,0.71
2,56,2,77.61,192.67,0.403,6,0.85
2,56,2,40.24,145.43,0.277,5,0.88
2,56,2,83.84,124.68,0.672,7,0.95
2,56,2,10.92,138.66,0.079,6,0.77
2,56,2,48.93,110.24,0.444,8,0.81
2,56,2,76.47,215.63,0.355,12,0.89
2,56,2,100.95,188.38,0.536,12,0.81
2,56,2,114.92,127.52,0.901,4,0.83
2,56,2,72.66,117.26,0.62,6,0.71
2,56,2,106.2,226.63,0.469,9,0.77
2,56,2,26.37,182.3,0.145,6,0.86
2,56,2,43.23,221.02,0.196,10,0.87
2,56,2,21.75,201.37,0.108,2,0.87
2,56,2,82.57,186.2,0.443,10,0.71
2,56,2,108.8,194.14,0.56,8,0.9
2,56,2,101.1,121.11,0.835,7,0.74
2,56,2,96.84,126.8,0.764,12,0.76
2,56,2,69.73,143.0,0.488,9,0.81
2,56,2,28.74,172.63,0.166,6,0.95
2,56,2,93.71,187.44,0.5,2,0.78
2,56,2,89.83,179.76,0.5,10,0.78
2,56,2,70.48,125.56,0.561,7,0.91
2,56,2,71.48,150.66,0.474,11,0.87
2,56,2,28.59,133.87,0.214,2,0.88
2,56,2,28.63,137.16,0.209,5,0.79
2,56,2,22.69,112.72,0.201,10,0.75
2,56,2,64.46,233.32,0.276,12,0.98
2,56,2,107.63,125.75,0.856,1,0.85
2,56,2,21.34,155.65,0.137,12,0.9
2,56,2,30.23,119.56,0.253,11,0.75
2,56,2,43.8,129.94,0.337,5,0.8
2,56,2,91.7,206.79,0.443,2,0.71
2,56,2,86.35,123.51,0.699,4,0.88
2,56,2,106.69,215.78,0.494,9,0.87
2,56,2,50.31,231.98,0.217,10,0.78
2,56,2,53.16,150.16,0.354,12,0.75
2,56,2,65.01,130.41,0.499,11,0.88
2,56,2,112.73,154.56,0.729,1,0.91
2,56,2,40.9,158.09,0.259,10,0.97
2,56,2,116.58,168.6,0.691,9,0.72
2,57,1,53.01,125.9,0.421,8,0.85
2,57,1,110.16,203.41,0.542,7,0.8
2,57,1,86.26,198.9,0.434,5,0.94
2,57,1,98.76,200.46,0.493,11,0.82
2,57,1,79.31,115.91,0.684,10,0.94
2,57,1,30.15,130.07,0.232,5,0.9
2,57,1,79.18,201.02,0.394,4,0.8
2,57,1,25.0,235.67,0.106,4,0.73
2,57,1,47.46,172.44,0.275,11,0.81
2,57,1,43.71,187.33,0.233,3,0.87
2,57,1,91.93,110.81,0.83,1,0.85
2,57,1,102.86,131.59,0.782,2,0.82
2,57,1,12.42,193.06,0.064,9,0.82
2,57,1,76.0,137.37,0.553,6,0.84
2,57,1,73.96,221.23,0.334,6,0.98
2,57,1,44.38,132.89,0.334,3,0.75
2,57,1,74.55,112.55,0.662,12,0.95
2,57,1,79.36,228.92,0.347,10,0.71
2,57,1,116.95,181.68,0.644,5,0.77
2,57,1,60.94,155.87,0.391,5,0.89
2,57,1,25.42,116.85,0.218,12,0.72
2,57,1,80.58,154.21,0.523,1,0.86
2,57,1,96.2,214.18,0.449,11,0.72
2,57,1,12.01,129.11,0.093,6,0.99
2,57,1,95.3,178.63,0.534,7,0.78
2,57,1,99.87,121.03,0.825,2,0.72
2,57,1,12.59,123.18,0.102,9,0.84
2,57,1,53.18,156.75,0.339,5,0.79
2,57,1,50.38,151.78,0.332,8,0.77
2,57,1,72.39,115.18,0.628,8,0.99
2,57,1,12.64,142.99,0.088,7,0.84
2,57,1,113.16,202.57,0.559,5,0.85
2,57,1,83.81,219.66,0.382,10,0.84
2,57,1,16.01,163.81,0.098,11,0.93
2,57,1,16.47,194.05,0.085,6,0.78
2,57,1,77.49,166.3,0.466,2,0.9
2,57,1,72.35,127.38,0.568,9,0.94
2,57,1,114.7,154.46,0.743,6,0.99
2,57,1,11.3,130.2,0.087,4,0.76
2,57,1,51.08,162.48,0.314,5,0.95
2,57,1,24.6,175.19,0.14,5,0.72
2,57,1,110.72,112.9,0.981,5,0.85
2,57,1,32.59,218.58,0.149,7,0.84
2,57,1,20.85,116.02,0.18,6,0.74
2,57,1,34.39,203.84,0.169,3,0.99
2,57,1,29.81,170.39,0.175,5,0.79
2,57,1,93.98,197.16,0.477,8,0.87
2,57,1,106.24,234.33,0.453,10,0.76
2,57,1,76.25,220.62,0.346,6,0.86
2,57,1,74.55,191.54,0.389,4,0.99
2,57,1,52.92,155.66,0.34,4,0.72
2,57,1,11.31,162.03,0.07,7,0.96
2,57,1,34.08,234.82,0.145,6,0.71
2,57,1,65.35,149.24,0.438,5,0.77
2,57,1,21.01,233.52,0.09,8,0.92
2,57,1,53.18,148.05,0.359,1,0.81
2,57,1,107.64,122.32,0.88,4,0.76
2,57,1,104.98,234.92,0.447,4,0.89
2,57,1,119.92,222.05,0.54,2,0.88
2,57,1,102.43,161.73,0.633,1,0.76
2,57,1,106.97,199.02,0.537,5,0.94
2,57,1,57.57,194.89,0.295,3,0.84
2,57,1,34.41,197.48,0.174,9,0.83
2,57,1,16.42,196.78,0.083,12,0.73
2,57,1,110.06,202.81,0.543,9,0.77
2,57,1,86.28,199.68,0.432,2,0.9
2,57,1,62.53,210.32,0.297,3,0.76
2,57,1,104.24,152.45,0.684,9,0.82
2,57,1,88.72,177.63,0.499,6,0.92
2,57,1,43.45,146.34,0.297,4,0.91
2,57,1,41.5,154.94,0.268,8,0.72
2,57,1,13.44,147.69,0.091,1,0.71
2,57,1,104.85,185.49,0.565,6,0.82
2,57,1,36.04,147.97,0.244,3,0.96
2,57,1,107.46,233.39,0.46,9,0.84
2,57,1,65.34,159.87,0.409,2,0.82
2,57,1,67.18,119.83,0.561,4,0.81
2,57,1,112.13,185.38,0.605,9,0.94
2,57,1,51.87,114.32,0.454,8,0.77
2,57,1,50.22,187.97,0.267,11,0.96
2,57,1,74.84,192.8,0.388,9,0.76
2,57,1,11.54,129.56,0.089,9,0.97
2,57,1,18.14,155.8,0.116,7,0.87
2,57,1,69.91,115.61,0.605,12,0.75
2,57,1,32.11,140.36,0.229,4,0.81
2,57,1,55.23,233.08,0.237,12,0.76
2,57,1,36.89,201.84,0.183,1,0.94
2,57,1,116.38,207.06,0.562,7,0.93
2,57,1,22.23,216.09,0.103,12,0.74
2,57,1,80.32,173.56,0.463,3,0.85
2,57,1,67.74,206.73,0.328,12,0.89
2,57,1,79.02,145.11,0.545,12,0.99
2,57,1,49.89,112.61,0.443,1,0.98
2,57,1,35.49,188.32,0.188,3,0.99
2,57,1,76.26,161.33,0.473,5,0.78
2,57,1,14.02,161.67,0.087,12,0.75
2,57,1,86.26,143.96,0.599,3,0.9
2,57,1,115.37,177.87,0.649,9,0.96
2,57,1,32.02,180.25,0.178,3,0.87
2,57,1,79.44,144.63,0.549,4,0.8
2,58,3,56.07,181.06,0.31,6,1.0
2,58,3,39.26,211.76,0.185,5,0.8
2,58,3,20.34,110.22,0.185,8,0.95
2,58,3,113.87,231.66,0.492,10,0.71
2,58,3,65.36,214.93,0.304,5,0.92
2,58,3,105.24,170.66,0.617,10,0.7
2,58,3,51.25,118.99,0.431,1,0.81
2,58,3,78.24,217.27,0.36,8,0.76
2,58,3,78.85,131.21,0.601,4,0.72
2,58,3,16.86,189.74,0.089,10,1.0
2,58,3,74.95,183.25,0.409,5,0.76
2,58,3,28.85,231.5,0.125,12,0.74
2,58,3,88.84,184.97,0.48,6,0.84
2,58,3,79.73,162.41,0.491,6,0.89
2,58,3,87.63,234.49,0.374,2,0.91
2,58,3,60.41,158.42,0.381,2,0.99
2,58,3,74.39,239.35,0.311,4,0.87
2,58,3,21.32,187.16,0.114,7,0.75
2,58,3,62.37,211.32,0.295,3,0.82
2,58,3,117.89,187.44,0.629,8,0.93
2,58,3,17.19,190.4,0.09,6,0.73
2,58,3,42.45,117.88,0.36,8,0.85
2,58,3,79.51,211.05,0.377,3,0.87
2,58,3,13.46,239.33,0.056,12,0.85
2,58,3,19.03,224.82,0.085,5,0.81
2,58,3,119.86,217.62,0.551,7,0.93
2,58,3,71.38,239.68,0.298,11,0.87
2,58,3,76.69,127.7,0.601,3,0.73
2,58,3,73.98,177.96,0.416,10,0.94
2,58,3,10.44,157.0,0.066,2,0.89
2,58,3,100.15,212.64,0.471,12,0.73
2,58,3,54.46,176.18,0.309,11,0.89
2,58,3,71.05,189.09,0.376,12,0.78
2,58,3,55.37,222.82,0.248,2,0.88
2,58,3,65.44,220.27,0.297,1,0.89
2,58,3,80.9,139.13,0.581,7,0.83
2,58,3,104.6,146.89,0.712,12,0.78
2,58,3,95.35,114.03,0.836,3,0.85
2,58,3,10.48,132.4,0.079,2,0.71
2,58,3,31.54,169.93,0.186,4,0.95
2,58,3,42.09,113.65,0.37,6,0.73
2,58,3,12.11,220.57,0.055,12,0.78
2,58,3,75.94,181.34,0.419,11,0.85
2,58,3,115.37,224.64,0.514,5,0.86
2,58,3,60.64,234.62,0.258,4,0.9
2,58,3,61.45,117.74,0.522,8,0.79
2,58,3,43.27,173.09,0.25,6,0.93
2,58,3,114.78,201.85,0.569,4,0.73
2,58,3,115.91,224.96,0.515,8,0.74
2,58,3,116.73,157.87,0.739,5,0.73
2,58,3,87.66,158.26,0.554,8,0.77
2,58,3,58.55,184.93,0.317,1,0.87
2,58,3,89.1,206.85,0.431,11,0.71
2,58,3,59.03,175.7,0.336,3,0.96
2,58,3,96.57,138.92,0.695,3,0.77
2,58,3,95.16,120.08,0.792,11,0.81
2,58,3,47.28,110.19,0.429,1,0.95
2,58,3,54.93,210.57,0.261,5,0.89
2,58,3,107.58,132.62,0.811,3,0.76
2,58,3,62.13,235.6,0.264,3,0.71
2,58,3,36.66,111.01,0.33,11,0.8
2,58,3,80.77,214.24,0.377,1,0.86
2,58,3,72.89,183.46,0.397,3,0.99
2,58,3,64.97,197.51,0.329,8,0.71
